WHEAT,ORE,WOOD,BRICK,SHEEP,TOTAL,POINTS PER TURN
5,4,2,5,4,20,0.125
9,4,3,5,0,21,0.17857142857142858
4,0,5,5,9,23,0.07446808510638298
4,2,4,5,7,22,0.10638297872340426
0,5,7,0,9,21,0.05319148936170213
2,2,3,8,5,20,0.09574468085106383
0,5,12,1,2,20,0.05952380952380952
3,0,11,0,7,21,0.05952380952380952
6,0,3,5,7,21,0.08333333333333333
6,11,0,0,5,22,0.11904761904761904
9,3,0,0,10,22,0.07
9,5,4,2,2,22,0.08
8,0,5,8,0,21,0.06
5,11,7,0,0,23,0.1
5,4,8,3,0,20,0.07692307692307693
6,2,0,3,9,20,0.04395604395604396
5,2,5,4,4,20,0.13186813186813187
11,0,3,0,7,21,0.054945054945054944
10,0,4,0,8,22,0.060240963855421686
5,0,10,0,5,20,0.04819277108433735
8,3,4,5,2,22,0.12048192771084337
0,7,4,4,8,23,0.08433734939759036
7,0,3,0,10,20,0.08653846153846154
0,6,4,7,4,21,0.07692307692307693
7,0,0,8,6,21,0.07692307692307693
2,5,13,3,0,23,0.10576923076923077
0,0,4,13,3,20,0.075
2,0,3,3,13,21,0.0875
4,0,8,5,4,21,0.0875
16,4,0,0,1,21,0.125
5,8,0,0,8,21,0.16393442622950818
4,0,5,0,11,20,0.03278688524590164
3,9,5,5,0,22,0.06557377049180328
9,4,0,3,7,23,0.09836065573770492
0,4,8,5,4,21,0.07936507936507936
0,13,2,0,6,21,0.07936507936507936
5,8,3,1,4,21,0.1746031746031746
12,0,4,0,5,21,0.06349206349206349
9,0,3,5,5,22,0.16071428571428573
9,0,0,11,0,20,0.03571428571428571
9,2,8,0,2,21,0.07142857142857142
0,12,3,0,8,23,0.17857142857142858
4,4,10,1,2,21,0.05063291139240506
6,4,10,0,0,20,0.05063291139240506
7,2,5,8,0,22,0.12658227848101267
11,4,5,0,3,23,0.06329113924050633
0,3,4,10,3,20,0.05102040816326531
7,3,4,0,7,21,0.10204081632653061
6,3,4,0,7,20,0.061224489795918366
2,0,7,12,0,21,0.05102040816326531
3,10,0,0,8,21,0.07142857142857142
2,0,11,3,5,21,0.07142857142857142
5,2,6,0,7,20,0.10714285714285714
4,5,5,0,7,21,0.11904761904761904
0,3,1,11,5,20,0.024390243902439025
6,13,2,0,0,21,0.12195121951219512
0,7,8,5,1,21,0.04878048780487805
3,0,6,9,5,23,0.0975609756097561
4,8,0,3,5,20,0.0641025641025641
2,3,4,10,1,20,0.1282051282051282
8,0,3,9,0,20,0.02564102564102564
4,0,3,7,7,21,0.08974358974358974
7,2,9,5,0,23,0.06756756756756757
4,6,0,7,5,22,0.13513513513513514
7,2,7,5,0,21,0.10810810810810811
6,0,5,0,10,21,0.0945945945945946
4,3,1,2,10,20,0.16393442622950818
8,3,0,1,9,21,0.08196721311475409
8,0,0,0,12,20,0.08196721311475409
0,5,8,5,3,21,0.03278688524590164
3,4,1,9,3,20,0.06593406593406594
9,3,3,5,0,20,0.06593406593406594
10,4,2,0,4,20,0.10989010989010989
6,8,3,0,2,19,0.06593406593406594
0,3,8,7,2,20,0.07751937984496124
1,4,3,4,8,20,0.06976744186046512
0,5,6,5,4,20,0.06976744186046512
0,0,7,2,12,21,0.046511627906976744
6,0,0,4,10,20,0.041666666666666664
3,4,8,0,5,20,0.08333333333333333
0,4,2,6,8,20,0.08333333333333333
4,1,5,2,8,20,0.10416666666666667
0,0,8,0,14,22,0.027777777777777776
8,8,4,0,2,22,0.08333333333333333
4,0,13,0,4,21,0.041666666666666664
3,8,0,8,4,23,0.1388888888888889
0,3,5,5,7,20,0.038461538461538464
2,2,12,5,0,21,0.07692307692307693
5,2,10,0,4,21,0.0673076923076923
4,3,4,9,1,21,0.09615384615384616
4,4,8,0,6,22,0.07758620689655173
0,11,0,5,5,21,0.017241379310344827
6,0,0,7,8,21,0.0603448275862069
5,0,5,7,3,20,0.09482758620689655
0,3,5,9,5,22,0.0673076923076923
3,0,5,7,5,20,0.07692307692307693
0,0,11,5,5,21,0.057692307692307696
7,4,4,8,0,23,0.09615384615384616
5,10,0,3,4,22,0.11235955056179775
11,0,2,5,4,22,0.10112359550561797
0,0,5,0,16,21,0.02247191011235955
9,0,6,8,0,23,0.056179775280898875
4,5,9,0,2,20,0.047619047619047616
3,5,3,4,6,21,0.09523809523809523
3,2,0,16,0,21,0.07142857142857142
7,7,4,3,0,21,0.14285714285714285
9,5,1,3,3,21,0.11235955056179775
3,3,4,0,10,20,0.06741573033707865
0,9,4,4,3,20,0.10112359550561797
8,0,5,7,0,20,0.06741573033707865
0,0,1,5,15,21,0.03389830508474576
3,7,7,0,4,21,0.0847457627118644
12,0,5,0,5,22,0.07627118644067797
4,3,7,8,0,22,0.059322033898305086
4,6,10,1,0,21,0.07692307692307693
10,4,3,0,3,20,0.1282051282051282
2,0,8,4,7,21,0.08974358974358974
2,3,1,9,4,19,0.0641025641025641
0,0,2,6,12,20,0.140625
0,8,5,0,8,21,0.0625
4,4,2,1,9,20,0.078125
8,2,8,0,3,21,0.15625
3,0,10,7,0,20,0.08547008547008547
0,4,1,7,9,21,0.017094017094017096
3,4,8,0,6,21,0.06837606837606838
3,2,5,4,7,21,0.05128205128205128
8,0,0,8,4,20,0.09473684210526316
0,12,4,2,3,21,0.06315789473684211
13,5,2,0,0,20,0.10526315789473684
4,0,0,5,10,19,0.07368421052631578
13,0,3,3,2,21,0.09090909090909091
7,0,11,0,2,20,0.06818181818181818
4,9,4,0,3,20,0.11363636363636363
5,0,5,6,4,20,0.22727272727272727
4,0,3,3,10,20,0.06382978723404255
3,0,10,3,4,20,0.10638297872340426
4,0,13,3,0,20,0.05319148936170213
0,5,7,5,4,21,0.06382978723404255
10,0,6,0,4,20,0.025
5,0,7,6,3,21,0.0875
0,10,9,0,3,22,0.0875
5,5,0,6,6,22,0.125
11,2,0,0,10,23,0.14285714285714285
4,4,9,0,5,22,0.047619047619047616
4,2,3,7,5,21,0.15873015873015872
3,3,10,3,2,21,0.047619047619047616
6,0,3,4,9,22,0.15942028985507245
9,0,0,9,3,21,0.028985507246376812
0,7,0,6,8,21,0.057971014492753624
9,0,8,0,4,21,0.07246376811594203
0,3,5,1,12,21,0.03614457831325301
3,7,0,7,4,21,0.07228915662650602
9,6,5,0,2,22,0.12048192771084337
10,0,5,7,0,22,0.08433734939759036
5,0,0,5,10,20,0.04477611940298507
11,0,4,0,5,20,0.04477611940298507
4,0,12,3,2,21,0.14925373134328357
0,5,3,2,11,21,0.04477611940298507
5,5,8,0,4,22,0.12987012987012986
3,0,3,4,10,20,0.05194805194805195
0,3,10,0,8,21,0.05194805194805195
4,3,5,11,0,23,0.09090909090909091
14,3,0,4,0,21,0.07547169811320754
5,2,0,4,10,21,0.09433962264150944
0,2,8,8,3,21,0.03773584905660377
9,0,4,8,0,21,0.04716981132075472
4,2,4,5,6,21,0.08955223880597014
5,5,8,3,0,21,0.1044776119402985
9,2,3,7,0,21,0.14925373134328357
5,2,7,0,7,21,0.07462686567164178
0,2,10,4,5,21,0.05172413793103448
10,3,0,3,4,20,0.1896551724137931
0,0,12,7,2,21,0.06896551724137931
5,5,5,4,0,19,0.05172413793103448
10,0,8,0,3,21,0.06666666666666667
2,4,5,3,6,20,0.08333333333333333
4,2,4,5,6,21,0.08333333333333333
9,5,5,0,2,21,0.18333333333333332
5,2,8,2,3,20,0.046875
10,5,6,0,0,21,0.109375
9,3,5,4,0,21,0.140625
5,2,4,3,7,21,0.15625
2,5,0,9,5,21,0.08035714285714286
0,5,6,4,5,20,0.07142857142857142
0,10,7,0,5,22,0.03571428571428571
10,5,4,4,0,23,0.08928571428571429
1,4,8,5,3,21,0.06
5,3,3,4,6,21,0.2
0,6,0,2,12,20,0.04
0,9,9,0,3,21,0.06
9,0,3,5,4,21,0.12345679012345678
12,0,0,9,0,21,0.024691358024691357
3,0,11,2,5,21,0.07407407407407407
0,1,15,0,5,21,0.04938271604938271
0,5,3,5,9,22,0.058823529411764705
0,12,5,3,0,20,0.04201680672268908
4,8,2,2,5,21,0.08403361344537816
13,0,6,0,4,23,0.05042016806722689
10,6,3,0,1,20,0.10752688172043011
4,4,12,0,1,21,0.07526881720430108
15,4,0,0,2,21,0.0967741935483871
9,0,4,8,2,23,0.0967741935483871
9,4,8,0,0,21,0.057692307692307696
10,2,3,0,6,21,0.07692307692307693
0,8,5,3,5,21,0.057692307692307696
5,4,5,3,4,21,0.19230769230769232
1,7,4,4,5,21,0.058823529411764705
4,5,0,7,5,21,0.09803921568627451
5,0,11,3,3,22,0.08823529411764706
0,8,4,0,10,22,0.049019607843137254
5,9,7,0,0,21,0.08264462809917356
9,0,0,3,9,21,0.0743801652892562
0,8,2,6,5,21,0.03305785123966942
0,13,1,3,4,21,0.05785123966942149
14,0,0,7,0,21,0.05555555555555555
7,4,2,2,5,20,0.08333333333333333
3,7,5,4,1,20,0.05555555555555555
3,1,6,5,5,20,0.09259259259259259
5,0,14,0,3,22,0.03260869565217391
8,8,0,6,0,22,0.09782608695652174
10,0,0,4,7,21,0.06521739130434782
8,5,7,0,3,23,0.10869565217391304
8,4,8,0,1,21,0.08035714285714286
4,10,3,0,3,20,0.08035714285714286
0,4,12,4,0,20,0.07142857142857142
7,4,0,0,9,20,0.08928571428571429
0,7,10,0,5,22,0.03125
8,0,2,2,10,22,0.0625
7,4,3,7,0,21,0.09375
7,3,0,3,10,23,0.15625
5,10,4,2,2,23,0.18461538461538463
7,0,13,2,0,22,0.046153846153846156
3,5,4,9,0,21,0.07692307692307693
6,6,5,0,3,20,0.12307692307692308
0,9,0,3,10,22,0.045454545454545456
6,0,3,0,13,22,0.09090909090909091
6,10,0,5,0,21,0.09090909090909091
5,7,6,0,5,23,0.11363636363636363
4,2,11,5,0,22,0.06818181818181818
5,2,2,8,4,21,0.09090909090909091
4,2,5,9,0,20,0.056818181818181816
7,1,3,0,9,20,0.11363636363636363
0,4,3,13,0,20,0.022222222222222223
5,2,6,3,4,20,0.1111111111111111
4,2,7,3,5,21,0.07777777777777778
9,2,5,3,2,21,0.1
3,0,0,9,8,20,0.043478260869565216
6,7,0,0,8,21,0.09782608695652174
0,13,2,0,6,21,0.07608695652173914
4,0,2,4,11,21,0.10869565217391304
9,4,4,0,5,22,0.09195402298850575
6,9,4,0,2,21,0.09195402298850575
8,5,0,1,7,21,0.11494252873563218
0,9,0,9,3,21,0.05747126436781609
7,0,2,5,8,22,0.05084745762711865
5,0,6,9,0,20,0.09322033898305085
7,8,3,0,4,22,0.06779661016949153
0,11,0,0,12,23,0.07627118644067797
0,0,4,13,5,22,0.07954545454545454
0,8,4,2,8,22,0.03409090909090909
2,0,0,5,14,21,0.06818181818181818
8,11,4,0,0,23,0.11363636363636363
4,3,10,5,0,22,0.10309278350515463
8,0,5,2,7,22,0.05154639175257732
0,3,0,16,2,21,0.030927835051546393
4,3,13,0,3,23,0.08247422680412371
10,2,0,4,4,20,0.1044776119402985
9,4,2,3,3,21,0.1044776119402985
5,5,2,4,4,20,0.16417910447761194
5,0,11,5,0,21,0.08955223880597014
13,3,1,0,4,21,0.15384615384615385
0,3,13,5,0,21,0.07692307692307693
2,8,6,0,4,20,0.06153846153846154
7,6,0,0,8,21,0.07692307692307693
0,10,4,0,8,22,0.07954545454545454
8,0,6,5,3,22,0.056818181818181816
4,0,2,2,13,21,0.09090909090909091
5,3,4,8,3,23,0.125
8,0,5,0,8,21,0.038461538461538464
8,6,0,3,4,21,0.1282051282051282
0,6,5,5,5,21,0.07692307692307693
8,2,12,0,0,22,0.0641025641025641
10,1,4,2,3,20,0.0379746835443038
5,0,5,0,11,21,0.0759493670886076
0,5,9,0,6,20,0.12658227848101267
13,2,0,2,4,21,0.06329113924050633
12,3,0,0,5,20,0.05555555555555555
0,3,5,4,8,20,0.05555555555555555
7,8,3,0,2,20,0.05555555555555555
5,0,8,6,2,21,0.1388888888888889
4,0,13,3,0,20,0.04285714285714286
2,3,11,0,5,21,0.06428571428571428
0,11,4,5,1,21,0.06428571428571428
7,0,4,10,0,21,0.07142857142857142
5,14,0,0,1,20,0.04040404040404041
7,0,10,0,4,21,0.050505050505050504
4,5,0,4,7,20,0.10101010101010101
0,3,2,8,8,21,0.04040404040404041
9,8,0,4,0,21,0.12987012987012986
5,5,6,3,2,21,0.11688311688311688
5,0,10,6,0,21,0.05194805194805195
1,0,8,7,5,21,0.1038961038961039
9,4,0,5,3,21,0.14492753623188406
0,0,12,5,3,20,0.07246376811594203
11,0,3,5,2,21,0.043478260869565216
2,0,8,8,3,21,0.08695652173913043
0,2,2,8,9,21,0.024096385542168676
3,0,7,4,7,21,0.0963855421686747
4,5,8,0,4,21,0.12048192771084337
3,3,7,4,4,21,0.08433734939759036
5,7,2,6,0,20,0.08421052631578947
7,3,4,0,7,21,0.07368421052631578
7,4,1,4,4,20,0.10526315789473684
5,2,3,0,11,21,0.09473684210526316
10,0,5,0,6,21,0.06521739130434782
5,0,11,4,0,20,0.043478260869565216
3,2,3,5,9,22,0.07608695652173914
3,4,11,0,5,23,0.13043478260869565
11,4,0,2,4,21,0.16923076923076924
8,5,0,3,4,20,0.13846153846153847
3,0,7,3,8,21,0.09230769230769231
0,7,2,3,9,21,0.07692307692307693
8,5,0,4,4,21,0.11764705882352941
5,7,2,0,7,21,0.09411764705882353
0,2,3,0,16,21,0.03529411764705882
8,0,4,5,4,21,0.09411764705882353
7,3,2,9,0,21,0.09174311926605505
2,5,0,4,10,21,0.05504587155963303
0,7,1,4,9,21,0.07339449541284404
14,4,3,0,1,22,0.06422018348623854
3,5,9,0,4,21,0.054945054945054944
11,0,0,2,8,21,0.06593406593406594
3,2,4,3,9,21,0.10989010989010989
0,5,5,5,8,23,0.07692307692307693
8,8,0,5,0,21,0.06097560975609756
9,4,0,5,3,21,0.12195121951219512
2,5,3,8,3,21,0.07317073170731707
0,0,4,12,5,21,0.06097560975609756
5,5,3,4,4,21,0.16393442622950818
7,5,0,4,4,20,0.11475409836065574
5,0,5,6,5,21,0.09836065573770492
3,3,10,0,4,20,0.06557377049180328
0,5,0,10,7,22,0.03048780487804878
0,0,13,7,2,22,0.054878048780487805
2,10,4,0,5,21,0.04878048780487805
6,0,10,3,4,23,0.06097560975609756
0,3,8,4,5,20,0.041666666666666664
4,4,5,5,2,20,0.06666666666666667
11,0,9,0,0,20,0.05
12,4,2,0,3,21,0.08333333333333333
10,0,8,1,2,21,0.05263157894736842
0,4,9,5,3,21,0.08421052631578947
12,3,0,2,4,21,0.10526315789473684
5,0,4,2,10,21,0.08421052631578947
8,5,4,3,0,20,0.1111111111111111
0,6,13,0,2,21,0.05555555555555555
8,0,8,1,4,21,0.05555555555555555
5,10,0,0,6,21,0.1388888888888889
5,3,1,3,9,21,0.09859154929577464
5,0,2,6,8,21,0.07042253521126761
4,5,5,2,4,20,0.16901408450704225
4,0,2,6,9,21,0.07042253521126761
3,0,4,5,8,20,0.05555555555555555
0,0,9,8,3,20,0.09722222222222222
7,2,4,5,3,21,0.06944444444444445
9,5,5,0,2,21,0.1388888888888889
0,0,10,3,7,20,0.06349206349206349
3,0,0,5,13,21,0.07936507936507936
8,8,1,0,4,21,0.15873015873015872
4,10,1,2,4,21,0.09523809523809523
0,4,5,7,5,21,0.031578947368421054
8,0,2,3,8,21,0.07368421052631578
3,0,7,4,7,21,0.10526315789473684
0,5,7,0,11,23,0.05263157894736842
5,0,7,5,5,22,0.09183673469387756
5,4,3,2,7,21,0.10204081632653061
11,0,7,2,0,20,0.030612244897959183
1,4,7,0,8,20,0.061224489795918366
5,3,12,0,1,21,0.07758620689655173
3,10,3,4,0,20,0.04310344827586207
7,0,3,4,6,20,0.06896551724137931
3,5,0,13,0,21,0.08620689655172414
4,0,11,2,5,22,0.1111111111111111
0,8,4,4,5,21,0.05555555555555555
6,0,8,7,0,21,0.06944444444444445
5,10,3,0,4,22,0.1388888888888889
0,13,3,4,2,22,0.06542056074766354
0,10,0,6,4,20,0.04672897196261682
2,5,5,9,0,21,0.09345794392523364
8,0,6,0,9,23,0.056074766355140186
4,8,2,7,0,21,0.17543859649122806
4,4,8,2,3,21,0.08771929824561403
4,0,2,8,7,21,0.07017543859649122
5,0,10,0,5,20,0.05263157894736842
0,0,13,9,0,22,0.0703125
2,2,0,3,13,20,0.0625
0,5,0,4,13,22,0.0546875
8,3,3,5,4,23,0.078125
9,2,4,4,2,21,0.061224489795918366
4,5,3,4,5,21,0.11224489795918367
7,0,0,9,5,21,0.061224489795918366
3,3,0,5,9,20,0.08163265306122448
0,0,2,10,9,21,0.025210084033613446
0,6,2,9,4,21,0.05042016806722689
2,0,5,8,5,20,0.08403361344537816
7,5,0,5,3,20,0.058823529411764705
0,0,2,6,14,22,0.03571428571428571
10,0,0,0,10,20,0.07142857142857142
3,0,5,9,5,22,0.125
3,4,3,5,8,23,0.17857142857142858
4,4,1,9,4,22,0.18867924528301888
10,0,0,4,7,21,0.11320754716981132
9,0,5,7,0,21,0.03773584905660377
3,12,3,0,4,22,0.07547169811320754
0,0,12,4,5,21,0.0625
9,3,5,4,0,21,0.0625
0,4,7,5,5,21,0.075
2,3,4,3,9,21,0.125
10,2,5,3,0,20,0.11267605633802817
3,2,4,7,5,21,0.11267605633802817
7,2,8,0,4,21,0.14084507042253522
5,0,8,0,8,21,0.04225352112676056
17,3,0,0,2,22,0.04395604395604396
8,0,11,0,2,21,0.054945054945054944
5,5,0,9,2,21,0.12087912087912088
4,0,13,0,5,22,0.0989010989010989
0,4,9,0,9,22,0.06329113924050633
6,2,4,0,9,21,0.06329113924050633
5,2,4,3,7,21,0.12658227848101267
12,4,3,3,0,22,0.08860759493670886
1,4,11,5,0,21,0.06756756756756757
2,7,3,5,4,21,0.13513513513513514
6,3,3,10,0,22,0.0945945945945946
2,0,5,5,10,22,0.08108108108108109
0,0,13,7,0,20,0.07692307692307693
6,3,4,3,5,21,0.0989010989010989
5,7,4,4,1,21,0.10989010989010989
2,9,2,0,8,21,0.08791208791208792
4,8,0,3,5,20,0.18867924528301888
2,0,4,3,11,20,0.05660377358490566
0,0,8,7,5,20,0.11320754716981132
7,0,3,4,7,21,0.07547169811320754
5,3,0,4,10,22,0.05737704918032787
5,0,8,4,3,20,0.08196721311475409
0,4,4,3,10,21,0.06557377049180328
0,8,3,0,12,23,0.04918032786885246
7,3,0,5,5,20,0.15384615384615385
8,6,1,0,5,20,0.13846153846153847
0,4,7,0,9,20,0.046153846153846156
0,0,6,9,6,21,0.1076923076923077
0,10,7,0,4,21,0.06097560975609756
6,9,5,0,0,20,0.12195121951219512
2,0,8,0,12,22,0.036585365853658534
12,3,0,0,8,23,0.08536585365853659
6,4,0,0,10,20,0.08547008547008547
6,5,8,2,0,21,0.06837606837606838
0,4,8,4,5,21,0.05982905982905983
0,5,8,5,5,23,0.05982905982905983
3,10,4,5,0,22,0.06796116504854369
0,0,5,5,10,20,0.04854368932038835
3,0,9,5,5,22,0.10679611650485436
10,4,0,5,4,23,0.08737864077669903
4,2,5,9,0,20,0.12345679012345678
0,3,6,7,5,21,0.06172839506172839
10,0,4,3,4,21,0.07407407407407407
0,0,9,5,8,22,0.08641975308641975
4,0,9,5,4,22,0.09722222222222222
0,5,12,0,3,20,0.08333333333333333
7,0,10,3,2,22,0.05555555555555555
4,4,3,5,7,23,0.1388888888888889
0,10,8,3,0,21,0.04807692307692308
0,6,3,5,6,20,0.057692307692307696
3,0,8,0,9,20,0.038461538461538464
1,5,8,4,2,20,0.09615384615384616
2,7,7,0,5,21,0.09302325581395349
6,4,2,4,5,21,0.16279069767441862
6,7,4,4,0,21,0.23255813953488372
0,3,4,1,14,22,0.046511627906976744
8,5,5,0,3,21,0.08450704225352113
0,8,3,5,5,21,0.028169014084507043
9,4,5,2,0,20,0.14084507042253522
7,5,3,0,4,19,0.1267605633802817
0,10,9,0,1,20,0.022222222222222223
4,8,3,1,5,21,0.1111111111111111
4,9,0,3,4,20,0.07777777777777778
13,0,0,5,3,21,0.06666666666666667
3,4,5,0,9,21,0.05714285714285714
5,0,5,8,3,21,0.14285714285714285
4,8,0,5,4,21,0.05714285714285714
2,16,5,0,0,23,0.07142857142857142
4,4,8,0,5,21,0.109375
0,3,9,4,5,21,0.046875
4,0,2,10,5,21,0.078125
8,4,0,4,5,21,0.15625
0,0,8,1,12,21,0.057692307692307696
2,8,5,0,6,21,0.07692307692307693
6,5,3,2,4,20,0.08653846153846154
2,0,5,4,10,21,0.09615384615384616
3,8,0,2,9,22,0.12345679012345678
5,0,2,5,9,21,0.06172839506172839
0,9,6,2,4,21,0.1111111111111111
15,0,7,0,0,22,0.037037037037037035
4,5,6,0,5,20,0.072992700729927
0,3,2,8,8,21,0.051094890510948905
8,8,4,0,0,20,0.06569343065693431
3,3,4,0,9,19,0.058394160583941604
3,0,10,5,4,22,0.056451612903225805
4,6,10,0,0,20,0.056451612903225805
0,3,7,0,11,21,0.056451612903225805
0,3,4,11,5,23,0.08064516129032258
8,7,5,2,0,22,0.20408163265306123
0,2,13,0,6,21,0.04081632653061224
4,7,4,3,2,20,0.12244897959183673
4,0,11,0,5,20,0.08163265306122448
5,9,0,0,7,21,0.09900990099009901
8,0,4,7,2,21,0.04950495049504951
0,0,13,6,2,21,0.07920792079207921
4,5,8,0,4,21,0.0891089108910891
7,5,7,0,4,23,0.14285714285714285
3,0,1,4,14,22,0.09090909090909091
5,10,4,0,2,21,0.07792207792207792
5,0,7,3,5,20,0.03896103896103896
0,5,5,3,8,21,0.04201680672268908
0,5,12,0,4,21,0.04201680672268908
3,0,5,8,5,21,0.08403361344537816
12,0,0,9,0,21,0.05042016806722689
5,0,0,3,12,20,0.0847457627118644
7,2,2,10,0,21,0.0847457627118644
5,0,7,5,4,21,0.1694915254237288
4,1,4,5,7,21,0.0847457627118644
5,5,3,4,5,22,0.07142857142857142
6,0,0,4,10,20,0.07142857142857142
5,9,3,2,2,21,0.16071428571428573
6,9,8,0,0,23,0.17857142857142858
3,10,0,2,5,20,0.05128205128205128
2,5,7,7,0,21,0.1282051282051282
0,4,6,6,5,21,0.0641025641025641
5,0,9,5,2,21,0.10256410256410256
4,1,12,0,3,20,0.06060606060606061
8,0,5,2,6,21,0.06060606060606061
7,9,0,0,4,20,0.10101010101010101
4,0,10,7,0,21,0.06060606060606061
9,0,4,5,3,21,0.06756756756756757
5,8,3,2,3,21,0.13513513513513514
6,4,0,2,8,20,0.10810810810810811
6,0,3,5,7,21,0.08108108108108109
0,3,14,0,5,22,0.049019607843137254
7,6,4,0,5,22,0.09803921568627451
3,2,8,3,5,21,0.058823529411764705
5,3,0,6,9,23,0.08823529411764706
3,5,5,3,4,20,0.1506849315068493
0,5,6,3,7,21,0.1095890410958904
3,10,0,2,6,21,0.0821917808219178
8,0,5,3,5,21,0.1095890410958904
8,0,2,2,8,20,0.10294117647058823
3,14,3,0,0,20,0.07352941176470588
3,3,0,5,9,20,0.058823529411764705
5,5,2,2,7,21,0.16176470588235295
9,0,6,5,0,20,0.07207207207207207
1,0,7,10,2,20,0.07207207207207207
8,8,3,0,2,21,0.0990990990990991
4,0,2,7,8,21,0.06306306306306306
4,5,0,8,4,21,0.16923076923076924
3,4,7,3,4,21,0.046153846153846156
8,9,2,2,0,21,0.06153846153846154
2,5,3,5,7,22,0.07692307692307693
0,3,13,0,4,20,0.078125
4,5,1,7,4,21,0.0625
9,0,6,0,6,21,0.03125
0,0,5,7,11,23,0.15625
9,2,4,0,7,22,0.06976744186046512
11,2,0,3,5,21,0.12790697674418605
5,2,13,0,0,20,0.08139534883720931
7,5,5,0,4,21,0.09302325581395349
4,0,8,4,5,21,0.07228915662650602
0,5,0,8,8,21,0.04819277108433735
5,0,7,8,0,20,0.12048192771084337
3,0,7,8,3,21,0.08433734939759036
0,0,8,3,9,20,0.038461538461538464
2,5,7,5,2,21,0.1282051282051282
0,4,11,6,0,21,0.038461538461538464
10,0,4,0,7,21,0.05128205128205128
8,0,0,8,4,20,0.078125
10,0,4,3,3,20,0.0625
5,0,8,3,4,20,0.0625
5,9,4,3,0,21,0.15625
8,0,5,3,5,21,0.0625
6,2,5,0,8,21,0.075
0,2,5,11,3,21,0.025
8,1,5,7,0,21,0.125
5,5,9,0,3,22,0.09523809523809523
10,5,5,0,0,20,0.08571428571428572
0,7,4,5,5,21,0.05714285714285714
9,0,11,0,3,23,0.02857142857142857
10,1,0,6,4,21,0.08181818181818182
5,3,5,0,8,21,0.09090909090909091
7,0,0,0,13,20,0.02727272727272727
0,4,5,10,0,19,0.045454545454545456
0,2,5,5,8,20,0.04878048780487805
4,0,9,4,3,20,0.04065040650406504
9,0,7,2,3,21,0.08130081300813008
0,2,13,2,4,21,0.056910569105691054
4,5,4,8,0,21,0.11267605633802817
0,5,3,5,7,20,0.056338028169014086
8,0,0,10,3,21,0.14084507042253522
8,5,4,0,4,21,0.09859154929577464
0,0,3,8,9,20,0.039473684210526314
0,13,2,0,6,21,0.05263157894736842
2,5,0,8,6,21,0.06578947368421052
8,5,4,0,4,21,0.13157894736842105
9,4,0,0,9,22,0.10309278350515463
5,0,10,0,5,20,0.061855670103092786
3,4,5,3,7,22,0.061855670103092786
11,0,3,4,5,23,0.061855670103092786
10,0,0,8,4,22,0.07142857142857142
12,3,5,0,2,22,0.10204081632653061
0,2,4,13,2,21,0.05102040816326531
0,6,5,0,12,23,0.05102040816326531
5,5,4,0,7,21,0.09900990099009901
0,5,10,0,5,20,0.0297029702970297
2,13,3,0,4,22,0.039603960396039604
10,0,0,9,4,23,0.07920792079207921
5,2,10,4,0,21,0.10752688172043011
11,0,4,0,6,21,0.06451612903225806
0,0,5,2,15,22,0.053763440860215055
2,3,14,3,0,22,0.03225806451612903
10,1,0,3,7,21,0.078125
0,7,13,0,0,20,0.046875
9,0,2,3,6,20,0.109375
4,5,3,5,3,20,0.15625
8,0,0,6,7,21,0.06944444444444445
4,0,8,0,8,20,0.05555555555555555
5,8,3,0,4,20,0.1111111111111111
5,1,0,7,7,20,0.1388888888888889
6,0,8,6,0,20,0.05454545454545454
3,5,5,2,5,20,0.09090909090909091
9,0,5,0,7,21,0.03636363636363636
2,5,7,0,7,21,0.05454545454545454
10,4,3,0,4,21,0.10752688172043011
5,0,9,6,0,20,0.07526881720430108
4,3,3,5,6,21,0.08602150537634409
0,5,4,5,7,21,0.07526881720430108
9,4,7,0,0,20,0.10309278350515463
0,0,11,0,10,21,0.030927835051546393
4,3,9,1,4,21,0.041237113402061855
13,0,5,0,5,23,0.061855670103092786
5,2,9,0,5,21,0.04040404040404041
0,2,10,0,9,21,0.050505050505050504
2,0,4,5,9,20,0.1111111111111111
4,4,0,3,9,20,0.06060606060606061
4,5,0,5,7,21,0.075
0,0,12,8,0,20,0.075
6,5,3,5,2,21,0.1125
6,1,4,5,3,19,0.125
10,3,0,0,9,22,0.06542056074766354
6,0,6,0,10,22,0.06542056074766354
6,3,0,5,7,21,0.09345794392523364
3,6,4,0,10,23,0.056074766355140186
0,4,0,10,7,21,0.04838709677419355
7,5,2,4,3,21,0.16129032258064516
3,0,7,5,7,22,0.08064516129032258
7,0,5,5,5,22,0.14516129032258066
3,0,17,0,2,22,0.06944444444444445
0,2,9,10,0,21,0.05555555555555555
10,2,5,5,0,22,0.08333333333333333
12,6,0,0,3,21,0.1388888888888889
9,2,4,0,7,22,0.10309278350515463
11,0,4,0,5,20,0.061855670103092786
9,8,0,0,5,22,0.09278350515463918
5,3,12,0,3,23,0.08247422680412371
4,4,0,8,5,21,0.11235955056179775
0,3,4,5,9,21,0.056179775280898875
5,0,14,0,2,21,0.0449438202247191
1,7,8,0,5,21,0.07865168539325842
0,0,11,10,0,21,0.038834951456310676
2,8,4,7,0,21,0.05825242718446602
3,1,0,5,12,21,0.0970873786407767
10,0,0,7,4,21,0.05825242718446602
